states,values,action_probs,goals
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.713993423452407,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 2.44611191e-02 -2.64438886e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.95262944e+00  1.23833967e-04  5.48570998e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.23526197e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1]]",0.7189004375155055,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [2, 0], [2, 0], [2, 4]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.7189004374936823,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.53921609e-02 -2.20347783e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.04887788e+00  3.51498348e-04  1.55709943e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48601065e-01]"
"[[0, 0], [0, 1], [0, 0], [1, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.7189004374716166,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.96546365e-02 -2.42417021e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.00307775e+00  2.43163527e-04  1.07718796e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02800936e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.71399342340404,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 2.80733733e-02 -2.79110303e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.91542845e+00  3.58394111e-05  1.58764691e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51516350e-02]"
"[[0, 0], [3, 0], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",0.29627767620067963,"[0.         0.         0.         0.         0.         0.69999993
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.29999997 0.         0.         0.         0.
 0.        ]","[ 1.25305298e-02 -2.04233200e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07787833e+00  4.23549369e-04  1.83170207e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.72473012e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.7189004374493042,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 2.44611191e-02 -2.64438886e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.95262944e+00  1.23833967e-04  5.48570998e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.23526197e-02]"
"[[0, 0], [0, 0], [0, 1], [6, 1]]",0.02322511983207309,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.9999995 0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.7189004374267413,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 2.80733733e-02 -2.79110303e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.91542845e+00  3.58394111e-05  1.58764691e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51516350e-02]"
"[[0, 0], [0, 4], [3, 4], [3, 4]]",0.9283985550624632,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1], [2, 1]]",0.9274639783785579,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 4], [3, 4], [3, 4], [3, 4]]",0.9284063946424236,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0.]","[ 0.00799267 -0.02194941  0.1         0.          0.         -1.55777039
 -0.0026066   0.0041645   0.          0.          0.         -0.52155457]"
"[[0, 0], [0, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",0.9290148651577252,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0.]","[ 0.00861238 -0.02157326  0.1         0.          0.         -1.63565916
 -0.00182211  0.00504732  0.          0.          0.         -0.42924093]"
"[[0, 0], [1, 0], [0, 0], [2, 0]]",0.022723324225299435,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.999999
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [3, 0], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 0]]",0.47572608662470045,"[0.83333319 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.16666664 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",0.9296223262303948,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0.]","[ 9.76614647e-03 -2.10327631e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.77262477e+00 -5.17773707e-04  7.86010899e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.55074323e-01]"
"[[0, 0], [0, 0], [0, 1], [3, 1]]",0.0222171480509075,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.9999995 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1], [2, 1], [2, 1]]",0.9274639783734109,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [2, 0], [0, 0]]",0.02334260038288735,"[0.33333322 0.         0.         0.         0.         0.
 0.         0.         0.33333322 0.33333322 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1], [2, 1], [2, 1], [2, 1]]",0.9274639783682397,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.53921609e-02 -2.20347783e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.04887788e+00  3.51498348e-04  1.55709943e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48601065e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.927463978363044,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.96546365e-02 -2.42417021e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.00307775e+00  2.43163527e-04  1.07718796e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02800936e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9274639783578236,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.44611191e-02 -2.64438886e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.95262944e+00  1.23833967e-04  5.48570998e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.23526197e-02]"
"[[0, 0], [0, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1]]",0.02340114529859813,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.9999995 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 9.76614647e-03 -2.10327631e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.77262477e+00 -5.17773707e-04  7.86010899e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.55074323e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9274639783525783,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.80733733e-02 -2.79110303e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.91542845e+00  3.58394111e-05  1.58764691e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51516350e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [3, 1], [3, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",0.9296214052551685,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0.]","[ 1.11090345e-02 -2.06258997e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.92349083e+00  3.60820446e-04  1.19801371e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.37599528e-02]"
"[[0, 0], [0, 6], [0, 0]]",0.019613180601506085,"[0.         0.         0.         0.         0.         0.66666644
 0.         0.         0.         0.         0.33333322 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [0, 1]]",0.9111946408272448,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.93650793 0.         0.00453515 0.         0.         0.
 0.05895692 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [0, 1], [3, 1]]",0.023381684808160278,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.999999 0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [0, 1], [2, 1]]",0.9276038522921148,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [0, 1], [2, 1], [2, 1]]",0.9276038522866368,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1]]",0.9276038522811321,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.53921609e-02 -2.20347783e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.04887788e+00  3.51498348e-04  1.55709943e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48601065e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9276038522756005,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.96546365e-02 -2.42417021e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.00307775e+00  2.43163527e-04  1.07718796e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02800936e-01]"
"[[0, 0], [0, 0], [0, 1], [3, 1], [3, 1]]",0.02279719107011564,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.999999 0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.00799267 -0.02194941  0.1         0.          0.         -1.55777039
 -0.0026066   0.0041645   0.          0.          0.         -0.52155457]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 0], [2, 0]]",0.9202245323498408,"[0.         0.         0.         0.0028169  0.         0.
 0.         0.         0.         0.         0.         0.
 0.99154929 0.         0.         0.         0.         0.
 0.         0.         0.         0.0056338  0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9276038522700416,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.44611191e-02 -2.64438886e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.95262944e+00  1.23833967e-04  5.48570998e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.23526197e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9276038522644555,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.80733733e-02 -2.79110303e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.91542845e+00  3.58394111e-05  1.58764691e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51516350e-02]"
